race,sex,first_arrest_date,second_arrest_date,first_charge,second_charge,first_age,second_age,first_city,second_city,first_arrest_time,second_arrest_time,days_between_arrests
W,F,2021-02-07,2021-02-18,SIMPLE ASSAULT,"ASSAULT & BATTERY 3RD DEGREE, M",22,22,CHARLESTON,CHARLESTON,140,1247,11
B,M,2019-12-11,2024-05-13,POSS STOLEN VEHICLE,SIMPLE POSS MARIJUANA 1ST,16,20,CHARLESTON,CHARLESTON,1021,1053,1615
W,F,2015-07-24,2017-08-02,BREACH OF TRUST W/ FRAUDULENT INTENT,BREACH OF TRUST W/ FRAUDULENT INTENT,32,34,CHARLESTON,GOOSE CREEK,1239,1351,740
B,M,2019-02-16,2020-03-14,DUS 2ND,DUI 2ND,42,43,CHARLESTON,CHARLESTON,614,238,392
B,M,2016-03-24,2019-05-30,PROPERTY CRIME ENHANCEMENT,PROPERTY CRIME ENHANCEMENT,36,39,RIDGELAND,ENOREE,1208,1100,1162
B,M,2016-05-19,2018-09-28,SIMPLE ASSAULT,SIMPLE POSS MARIJUANA 1ST,14,17,CHARLESTON,CHARLESTON,1229,918,862
B,M,2017-05-12,2019-03-15,ASSAULT & BATTERY 1ST DEGREE,ASSAULT & BATTERY 3RD DEGREE,32,34,CHARLESTON,CHARLESTON COUNTY,906,1638,672
W,M,2015-01-07,2015-05-06,RECEIVING STOLEN GOODS,POSS COCAINE BASE,30,32,CHARLESTON,CHARLESTON,1220,2100,119
W,M,2015-04-25,2015-11-06,"OPEN CONTAINER ALCOHOL, M",DISORDERLY CONDUCT,39,40,CHARLESTON,CHARLESTON,15,124,195
B,M,2015-01-07,2017-01-09,BURGLARY 2ND DEGREE,POSS COCAINE BASE,50,52,NORTH CHARLESTON,CHARLESTON,1804,407,733
B,M,2016-12-10,2017-06-21,SHOPLIFTING,SHOPLIFTING,25,25,CHARLESTON,CHARLESTON,2243,954,193
W,M,2015-12-26,2016-02-26,FAKE ID / ALTERED DRIVING LICENSE,FAKE ID / ALTERED DRIVING LICENSE,20,20,CHARLESTON,MOUNT PLEASANT,2350,532,62
B,F,2016-08-22,2016-10-28,DISORDERLY CONDUCT,DISORDERLY CONDUCT,16,16,CHARLESTON,CHARLESTON,1205,1115,67
B,M,2016-02-08,2020-01-29,VIOLATION OF PROTECTION ORDER,PROPERTY CRIME ENHANCEMENT,51,64,CHARLESTON,CHARLESTON,1042,1057,1451
W,M,2017-04-03,2017-06-01,SIMPLE POSS MARIJUANA 1ST,POSS COCAINE,20,20,CHARLESTON,CHARLESTON,2328,1034,59
B,M,2023-01-20,2023-04-06,ASSAULT & BATTERY 3RD DEGREE,DUI 1ST,44,44,CHARLESTON,CHARLESTON,110,215,76
B,M,2018-09-10,2019-06-24,UNLAWFUL CARRYING OF HANDGUN,RECEIVING STOLEN GOODS,21,22,CHARLESTON,CHARLESTON,1104,639,287
B,M,2015-06-27,2019-01-20,PROHIBITED AREAS FOR SOLICITORS,TRESPASSING,16,19,CHARLESTON,CHARLESTON,1455,1727,1303
W,F,2015-10-16,2017-01-27,SHOPLIFTING,SHOPLIFTING,32,33,CHARLESTON COUNTY,CHARLESTON,1933,2021,469
W,M,2016-12-17,2017-03-25,OUT OF AGENCY WARRANT,TRESPASSING,31,31,CHARLESTON,CHARLESTON,1325,1246,98
B,F,2018-10-02,2024-12-05,ASSAULT & BATTERY 3RD DEGREE,FINANCIAL IDENTITY FRAUD,21,27,NORTH CHARLESTON,CHARLESTON,2038,1030,2256
B,M,2015-09-18,2017-03-02,PWID/MANUF COCAINE,NO SC DRIVERS LICENSE,33,35,CHARLESTON COUNTY,CHARLESTON COUNTY,1951,1314,531
W,M,2015-05-15,2020-03-03,PUBLIC URINATION / DEFECATION,PUBLIC DISORDERLY CONDUCT,28,33,CHARLESTON,CHARLESTON,220,230,1754
B,M,2016-04-09,2017-09-15,DUS (FOR DUI) 1ST,OUT OF AGENCY WARRANT,24,25,CHARLESTON,CHARLESTON,643,342,524
B,M,2015-05-08,2015-09-28,DISTRIBUTION / PURCHASING COCAINE,DISTRIBUTION / PURCHASING COCAINE,40,40,CHARLESTON,CHARLESTON,1609,1804,143
W,M,2022-08-01,2023-07-21,TRESPASSING,TRESPASSING,46,47,CHARLESTON,CHARLESTON,619,2348,354
B,M,2019-10-21,2020-10-07,OUT OF AGENCY WARRANT,OUT OF AGENCY WARRANT,38,39,CHARLESTON,CHARLESTON,127,27,352
B,M,2018-11-15,2019-05-26,OUT OF AGENCY WARRANT,TRESPASSING AFTER WARNING,36,36,CHARLESTON,CHARLESTON,1110,1548,192
W,M,2017-09-01,2018-03-22,FORGERY,SHOPLIFTING,30,30,CHARLESTON,CHARLESTON,1648,1617,202
B,M,2015-08-30,2016-01-16,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,18,18,CHARLESTON,CHARLESTON,1156,1645,139
W,M,2015-10-17,2016-09-03,PUBLIC INTOXICATION,PUBLIC INTOXICATION,23,24,CHARLESTON,CHARLESTON,20,215,322
W,M,2024-01-31,2024-01-31,OUT OF AGENCY WARRANT,OUT OF AGENCY WARRANT,59,59,CHARLESTON,CHARLESTON,639,639,0
B,F,2015-04-06,2016-07-14,OPEN LIQUOR CONTAINER IN VEH,OPEN LIQUOR CONTAINER IN VEH,20,21,CHARLESTON,CHARLESTON,45,205,465
B,M,2015-12-11,2019-04-26,HARASSMENT 1ST DEGREE,ASSAULT & BATTERY 3RD DEGREE,44,48,N CHARLESTON,WADMALAW ISLAND,1214,1300,1232
W,F,2017-09-04,2018-03-23,SIMPLE POSS MARIJUANA 1ST,DISORDERLY CONDUCT,24,25,CHARLESTON,CHARLESTON,2122,6,200
W,M,2015-10-06,2018-05-17,DISORDERLY CONDUCT,"FAILURE TO STOP BLUE LIGHT/ SIREN, F",22,24,CHARLESTON,CHARLESTON,226,2220,954
B,M,2016-03-10,2016-10-20,POSS CONTROLLED SUSB SCHEDULE I-V,RECEIVING STOLEN GOODS,17,18,CHARLESTON,NORTH CHARLESTON,1238,1047,224
W,F,2016-03-16,2017-04-22,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,26,27,CHARLESTON,CHARLESTON,14,2310,402
B,F,2023-01-23,2023-12-14,OUT OF AGENCY WARRANT,OUT OF AGENCY WARRANT,27,28,CHARLESTON,CHARLESTON,1617,1617,325
W,M,2015-09-03,2016-06-19,DISTURBING SCHOOL,BREAKING INTO MOTOR VEHICLE,15,16,JOHNS ISLAND,CHARLESTON,1524,456,290
B,M,2015-02-06,2015-07-14,SHOPLIFTING,SHOPLIFTING,23,25,CHARLESTON,CHARLESTON,1408,2230,158
W,F,2023-06-25,2024-07-13,PUBLIC DISORDERLY CONDUCT,PUBLIC DISORDERLY CONDUCT,36,37,CHARLESTON,CHARLESTON,139,219,384
W,F,2016-12-13,2020-05-22,SHOPLIFTING,SIMPLE POSS MARIJUANA 1ST,21,25,CHARLESTON,CHARLESTON,56,840,1256
B,M,2015-04-18,2015-08-29,RECKLESS DRIVING,RECKLESS DRIVING,23,24,CHARLESTON,MT. PLEASANT,2258,259,133
B,M,2019-11-23,2022-10-21,PROPERTY CRIME ENHANCEMENT,OUT OF AGENCY WARRANT,48,51,CHARLESTON,CHARLESTON,915,432,1063
B,M,2015-11-01,2017-12-02,TRESPASSING AFTER WARNING,INDECENT EXPOSURE,74,76,CHARLESTON,CHARLESTON,1558,1331,762
B,M,2016-09-21,2017-01-06,POSS DRUG PARAPHERNALIA,PROPERTY CRIME ENHANCEMENT,49,49,CHARLESTON,CHARLESTON,0,1538,107
B,M,2023-01-16,2024-10-31,DUI 1ST,TREATED ANIMAL ABANDON,27,29,CHARLESTON COUNTY,CHARLESTON,519,600,654
W,M,2016-07-28,2020-03-13,OPEN CONTAINER BEER/WINE IN VEH,POSSESSION MARIJUANA 1OZ OR LESS,19,23,CHARLESTON,CHARLESTON COUNTY,558,2128,1324
B,M,2018-06-10,2023-05-30,PUBLIC DISORDERLY CONDUCT,"THREATENING PUBLIC OFFICIAL, M",29,34,CHARLESTON,CHARLESTON,2300,111,1815
W,M,2024-02-29,2024-03-24,RECEIVING STOLEN GOODS,PETIT LARCENY,40,40,CHARLESTON,CHARLESTON,926,830,24
W,M,2016-02-23,2017-12-04,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,24,26,CHARLESTON,CHARLESTON,2238,545,650
B,M,2015-12-13,2022-06-28,SIMPLE POSS MARIJUANA 1ST,DV 2ND,25,32,CHARLESTON,CHARLESTON,1904,439,2389
B,M,2015-12-01,2018-09-28,UNLAWFUL CONDUCT TOWARDS A CHILD,ASSAULT & BATTERY 1ST DEGREE,29,32,CHARLESTON,NORTH CHARLESTON,1900,1301,1032
W,M,2015-02-01,2017-02-02,PUBLIC INTOXICATION,HARASSMENT 2ND DEGREE,21,23,CHARLESTON,CHARLESTON,110,539,732
B,F,2016-01-02,2017-11-01,DUS 1ST,SHOPLIFTING,19,21,CHARLESTON,CHARLESTON,548,1634,669
B,M,2018-04-03,2018-08-30,POSS COCAINE,POSS COCAINE,39,39,CHARLESTON,CHARLESTON,2235,1940,149
B,M,2016-01-07,2021-07-21,PUBLIC URINATION / DEFECATION,PWID/MANUF/DISTR HEROIN,66,72,CHARLESTON,CHARLESTON,1432,21,2022
B,M,2015-01-13,2017-08-17,PWID/MANUF MARIJUANA,"SIMPLE POSS MARIJUANA 1ST, M",25,27,CHARLESTON,CHARLESTON,1923,2046,947
W,M,2016-11-26,2016-12-07,DUI 1ST,POSS CONTROLLED SUSB SCHEDULE I-V,28,28,CHARLESTON,CHARLESTON,231,2240,11
B,M,2017-03-28,2018-05-02,"POSS MDMA / ECSTASY, F",FAILURE TO STOP BLUE LIGHT/ SIREN,25,26,CHARLESTON,NORTH CHARLESTON,1,1128,400
B,M,2022-12-26,2024-12-29,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,17,19,CHARLESTON COUNTY,CHARLESTON,58,2230,734
B,M,2015-06-20,2024-07-25,PROPERTY CRIME ENHANCEMENT,BURGLARY 1ST DEGREE,58,67,CHARLESTON,CHARLESTON,1840,1426,3323
B,M,2015-09-02,2015-09-24,POSS DRUG PARAPHERNALIA,OUT OF AGENCY WARRANT,17,17,CHARLESTON COUNTY,CHARLESTON,2317,1607,22
B,M,2015-12-07,2017-12-05,DUS 1ST,POSS COCAINE,30,32,CHARLESTON,CHARLESTON,56,1345,729
W,F,2024-09-01,2024-11-05,DV 3RD,DVHAN,48,49,CHARLESTON,CHARLESTON,2330,141,65
W,M,2015-09-28,2016-08-28,PROPERTY CRIME ENHANCEMENT,DUS 3RD +,35,36,CHARLESTON,CHARLESTON,2241,1233,335
W,M,2016-03-05,2017-10-28,PUBLIC INTOXICATION,PUBLIC INTOXICATION,40,41,CHARLESTON,CHARLESTON,1055,2125,602
B,M,2018-04-16,2018-08-31,DV 2ND,VIOLATION OF PROTECTION ORDER,38,38,NORTH CHARLESTON,CHARLESTON,1240,1042,137
W,M,2021-08-20,2022-05-17,TRESPASSING,PWID/MANUF/DISTR/PURCH METHAMPHETAMINE,35,36,CHARLESTON,CHARLESTON,343,2318,270
B,F,2016-04-14,2017-03-29,INTERFERENCE WITH OPERATION OF SCHOOL BUS,DISORDERLY CONDUCT,13,14,CHARLESTON,CHARLESTON,1656,710,349
W,M,2016-08-27,2019-09-14,DV 2ND,DV 2ND,41,44,CHARLESTON,CHARLESTON,200,21,1113
B,M,2015-02-12,2017-04-13,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,17,19,CHARLESTON,CHARLESTON,2046,2115,791
W,M,2016-07-03,2016-07-11,TRESPASSING,TRESPASSING,58,58,CHARLESTON,CHARLESTON,743,1446,8
W,M,2020-08-29,2021-08-10,OPEN CONTAINER ALCOHOL,OPEN CONTAINER ALCOHOL,71,72,CHARLESTON,CHARLESTON,1225,1310,346
B,M,2019-04-18,2020-07-17,DV 2ND,DV 1ST,31,32,CHARLESTON,CHARLESTON,1144,930,456
W,F,2023-03-04,2023-11-26,ASSAULT & BATTERY 3RD DEGREE,ASSAULT & BATTERY 3RD DEGREE,37,37,CHARLESTON,CHARLESTON,217,57,267
B,M,2016-07-24,2024-07-28,SHOPLIFTING,POINTING FIREARM AT A PERSON,14,22,CHARLESTON,CHARLESTON,1527,2036,2926
W,M,2015-09-03,2017-04-27,OUT OF AGENCY WARRANT,SIMPLE ASSAULT,39,40,CHARLESTON,CHARLESTON COUNTY,33,1918,602
B,F,2017-03-21,2017-04-28,DISORDERLY CONDUCT,UNLAWFUL CARRY OF WEAPON ON SCHOOL PROPERTY,15,15,CHARLESTON,CHARLESTON,1222,754,38
B,M,2016-05-05,2016-05-05,OPEN CONTAINER BEER/WINE IN VEH,OUT OF AGENCY WARRANT,51,51,CHARLESTON,CHARLESTON,1853,1912,0
B,F,2015-07-31,2015-09-19,DUS 2ND,DUS 2ND,25,25,CHARLESTON,CHARLESTON,2036,1727,50
B,M,2021-10-05,2023-01-14,DUS 2ND,SIMPLE POSS MARIJUANA 1ST,28,29,CHARLESTON,CHARLESTON,105,2335,466
B,M,2015-01-28,2016-07-25,PETIT LARCENY,PETIT LARCENY,33,34,CHARLESTON,N CHARLESTON,1206,1526,544
W,M,2015-10-13,2017-05-04,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,14,16,CHARLESTON,CHARLESTON,1100,752,569
B,M,2015-02-15,2017-09-07,DUS 1ST,SIMPLE POSS MARIJUANA 1ST,27,30,CHARLESTON,CHARLESTON,610,1424,935
B,M,2015-01-03,2020-06-07,POSS COCAINE,POSS METHAMPHETAMINE,45,50,CHARLESTON,CHARLESTON,2056,1648,1982
B,M,2015-11-06,2016-06-12,LARCENY,PALMETTO ARTISAN PERMIT REQUIRED,13,14,CHARLESTON,CHARLESTON,957,1825,219
B,M,2018-01-30,2019-01-20,SIMPLE POSS MARIJUANA 1ST,DISTRIBUTION OF COCAINE BASE,25,25,CHARLESTON,NORTH CHARLESTON,1309,908,355
B,M,2015-06-22,2017-08-20,OUT OF AGENCY WARRANT,OUT OF AGENCY WARRANT,39,41,CHARLESTON,CHARLESTON,1547,2320,790
W,M,2023-04-19,2023-04-26,DUS 1ST,PETIT LARCENY,69,69,CHARLESTON,N CHARLESTON,1553,1539,7
W,M,2018-08-30,2022-05-08,UNLAWFUL USE OF A TELEPHONE,DUS 1ST,50,54,JOHNS ISLAND,CHARLESTON,900,1735,1347
W,F,2015-05-12,2015-09-18,SIMPLE POSS MARIJUANA 1ST,POSS COCAINE BASE,41,41,CHARLESTON,CHARLESTON,2051,2053,129
B,F,2016-05-28,2018-08-05,OUT OF AGENCY WARRANT,BREACH OF TRUST W/ FRAUDULENT INTENT,25,27,CHARLESTON,CHARLESTON,1507,2303,799
W,M,2015-04-10,2019-07-08,PUBLIC INTOXICATION,DV 2ND,33,38,CHARLESTON,CHARLESTON,227,555,1550
W,F,2015-10-26,2016-02-15,DUI 1ST,HABITUAL OFFENDER,30,30,CHARLESTON,CHARLESTON COUNTY,1944,1816,112
B,M,2017-07-03,2019-03-03,PUBLIC DISORDERLY CONDUCT,"ASSAULT & BATTERY 3RD DEGREE, M",25,27,CHARLESTON,CHARLESTON,142,256,608
B,M,2015-05-25,2018-07-17,OUT OF AGENCY WARRANT,POSS DRUG PARAPHERNALIA,33,36,CHARLESTON,CHARLESTON,1223,2355,1149
B,F,2023-04-26,2024-09-05,LOUD NOISE,"TREATED ANIMAL ABANDON, M",44,45,CHARLESTON,CHARLESTON,1927,2142,498
B,M,2016-04-15,2016-04-29,ASSAULT & BATTERY 3RD DEGREE,UNLAWFUL CARRY OF WEAPON ON SCHOOL PROPERTY,15,15,CHARLESTON,CHARLESTON,730,1200,14
B,M,2019-05-16,2020-01-04,TAMPERING WITH VEHICLE,POSS STOLEN VEHICLE,15,16,CHARLESTON,CHARLESTON,549,2124,233
B,M,2016-11-25,2017-10-02,PUBLIC DISORDERLY CONDUCT,ATTEMPTED MURDER,16,17,CHARLESTON,LADSON,2328,1710,311
B,F,2018-12-13,2020-08-17,OUT OF AGENCY WARRANT,OUT OF AGENCY WARRANT,29,30,CHARLESTON,CHARLESTON,2043,134,613
W,F,2016-04-04,2017-06-14,DUI 1ST,DUI 1ST,27,29,CHARLESTON COUNTY,CHARLESTON,234,131,436
B,M,2018-07-20,2022-03-06,DUS 1ST,PWID/MANUF COCAINE,29,33,CHARLESTON,CHARLESTON,304,1500,1325
B,M,2017-11-30,2022-02-01,SIMPLE POSS MARIJUANA 1ST,PWID/MANUF MARIJUANA,16,20,CHARLESTON,CHARLESTON,1627,1822,1524
W,M,2024-01-05,2024-01-05,DUI 1ST,DUI 1ST,65,65,CHARLESTON,CHARLESTON,2119,2119,0
W,M,2016-03-09,2023-01-04,SIMPLE POSS MARIJUANA 1ST,DUI 1ST,20,27,CHARLESTON,CHARLESTON,22,2027,2492
W,M,2015-09-06,2016-01-22,DUI 1ST,DUI 1ST,26,26,CHARLESTON,CHARLESTON,258,2046,138
B,M,2021-02-24,2024-08-19,PWID/MANUF COCAINE,ATTEMPTED MURDER,41,44,CHARLESTON,CHARLESTON,1751,2321,1272
W,M,2016-03-30,2017-12-22,OPEN CONTAINER ALCOHOL,PUBLIC INTOXICATION,24,26,CHARLESTON,CHARLESTON,2000,1615,632
B,M,2015-12-02,2020-01-18,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,27,31,CHARLESTON,CHARLESTON,5,2229,1508
B,M,2018-11-28,2023-12-14,DUI 1ST,DUI 1ST,39,44,CHARLESTON,CHARLESTON,227,2306,1842
B,F,2019-07-11,2019-11-03,PUBLIC DISORDERLY CONDUCT,SIMPLE ASSAULT,39,40,CHARLESTON,CHARLESTON,2242,124,115
B,M,2015-06-27,2016-11-09,TAMPERING WITH VEHICLE,OUT OF AGENCY WARRANT,16,18,CHARLESTON,CHARLESTON,1909,1953,501
B,M,2015-01-16,2015-07-03,NO DRIVERS LICENSE 1ST OFFENSE,OUT OF AGENCY WARRANT,25,25,CHARLESTON,CHARLESTON COUNTY,1320,1949,168
B,M,2019-05-23,2020-08-27,OUT OF AGENCY WARRANT,OUT OF AGENCY WARRANT,34,35,CHARLESTON,CHARLESTON,59,1835,462
B,M,2015-02-19,2015-11-01,SIMPLE ASSAULT / THREATS,SIMPLE POSS MARIJUANA 1ST,23,24,CHARLESTON,CHARLESTON,1007,2251,255
W,M,2015-01-25,2015-02-11,OPEN CONTAINER ALCOHOL,PUBLIC INTOXICATION,43,45,CHARLESTON,CHARLESTON,1146,2100,17
B,M,2017-05-18,2017-10-17,SIMPLE POSS MARIJUANA 1ST,UNLAWFUL CARRYING OF HANDGUN,24,25,CHARLESTON,CHARLESTON,3,1401,152
B,M,2015-01-27,2015-03-17,OPEN CONTAINER ALCOHOL,PUBLIC INTOXICATION,55,55,CHARLESTON,CHARLESTON,1452,1930,49
W,M,2022-09-22,2023-10-10,ASSAULT & BATTERY 3RD DEGREE,"ASSAULT & BATTERY 3RD DEGREE, M",36,37,CHARLESTON,CHARLESTON,1226,1610,383
W,M,2017-04-11,2020-01-31,SIMPLE POSS MARIJUANA 1ST,POSS CONTROLLED SUSB SCHEDULE I-V,19,22,CHARLESTON,CHARLESTON COUNTY,246,2051,1025
B,M,2017-01-30,2023-10-26,POSS COCAINE,TRAFFICKING COCAINE 10-28G,28,35,CHARLESTON,CHARLESTON,135,101,2460
W,M,2021-10-19,2021-10-19,BURGLARY 1ST DEGREE,FINANCIAL TRANSACTION CARD FRAUD,26,26,MONCKS CORNER,CHARLESTON,1030,1255,0
B,M,2020-03-27,2020-11-29,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,21,22,CHARLESTON,CHARLESTON,1030,1142,247
B,M,2023-08-09,2023-10-07,SHOPLIFTING,POSS MARIJUANA 2ND +,26,26,NORTH CHARLESTON,CHARLESTON,2121,2300,59
W,M,2018-10-06,2018-11-02,PUBLIC INTOXICATION,DV 2ND,21,21,CHARLESTON,CHARLESTON,46,1401,27
B,F,2020-12-18,2021-01-21,"ASSAULT & BATTERY 3RD DEGREE, M",DVHAN,22,22,CHARLESTON,CHARLESTON,1819,2133,34
W,M,2016-12-24,2022-02-27,DISORDERLY CONDUCT,FORGERY,47,52,CHARLESTON,CHARLESTON,2327,1045,1891
W,M,2015-10-13,2015-11-17,MINOR IN POSSESSION OF LIQUOR,DUS 1ST,20,20,CHARLESTON,CHARLESTON,206,917,35
W,F,2017-06-30,2019-10-19,ANIMALS WITHOUT PROPER CARE DUE TO NEGLECT,SIMPLE POSS MARIJUANA 1ST,49,52,CHARLESTON, ,1916,118,841
W,M,2018-02-17,2020-10-25,PWID/MANUF MARIJUANA,SIMPLE POSS MARIJUANA 1ST,23,26,CHARLESTON,CHARLESTON,2335,1541,981
B,F,2016-12-05,2017-01-24,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,16,16,CHARLESTON,CHARLESTON,1454,1412,50
W,M,2015-01-17,2015-03-20,OPEN CONTAINER ALCOHOL,OPEN CONTAINER ALCOHOL,54,56,CHARLESTON,CHARLESTON,1528,353,62
B,M,2015-12-14,2018-02-12,SIMPLE ASSAULT,PWID/MANUF MARIJUANA,14,17,CHARLESTON,CHARLESTON,1222,836,791
B,M,2015-11-09,2016-05-12,ASSAULT & BATTERY 3RD DEGREE,ASSAULT & BATTERY 2ND DEGREE,45,45,CHARLESTON,CHARLESTON,1301,1015,185
B,M,2015-11-09,2017-02-06,ASSAULT BY MOB 3RD DEGREE,SIMPLE ASSAULT,14,16,CHARLESTON,CHARLESTON,1104,1230,455
B,M,2015-02-17,2017-12-22,DISTRIBUTION / PURCHASING HEROIN,"POSS CONTROLLED SUSB SCHEDULE I-V, F",19,22,NORTH CHARLESTON,CHARLESTON,1737,209,1039
W,M,2015-07-18,2019-10-18,PUBLIC INTOXICATION,LOUD NOISE,23,27,CHARLESTON,CHARLESTON,325,1730,1553
W,M,2017-08-19,2017-09-04,OPEN CONTAINER ALCOHOL,OPEN CONTAINER ALCOHOL,54,54,CHARLESTON,CHARLESTON,145,1025,16
W,M,2018-11-19,2020-02-05,BURGLARY 1ST DEGREE,POSSESSION MARIJUANA 1OZ OR LESS,16,18,CHARLESTON,CHARLESTON,2044,1243,443
B,M,2015-04-03,2016-11-08,CDV 1ST,OUT OF AGENCY WARRANT,35,37,CHARLESTON,CHARLESTON,1445,20,585
B,M,2022-10-27,2024-12-13,DUS 3RD +,OUT OF AGENCY WARRANT,32,34,CHARLESTON,CHARLESTON,49,303,778
B,F,2021-12-16,2023-05-01,DV 2ND,PWID/MANUF MARIJUANA,22,24,CHARLESTON,CHARLESTON,148,2331,501
B,M,2017-03-23,2018-05-17,ASSAULT & BATTERY 2ND DEGREE,UNLAWFUL CARRYING OF HANDGUN,15,16,CHARLESTON,CHARLESTON,1614,2238,420
W,F,2015-12-17,2023-03-10,SHOPLIFTING,DUI 1ST,14,21,CHARLESTON,CHARLESTON,1840,253,2640
W,F,2019-11-24,2019-11-24,SIMPLE POSS MARIJUANA 1ST,POSS DRUG PARAPHERNALIA,57,57,CHARLESTON COUNTY,CHARLESTON COUNTY,143,1631,0
W,M,2022-10-11,2023-12-06,DV 3RD,PUBLIC INTOXICATION,30,31,CHARLESTON,CHARLESTON,320,759,421
B,M,2017-10-16,2019-01-13,DUI 1ST,DUS (FOR DUI) 1ST,24,25,CHARLESTON,CHARLESTON,411,1124,454
B,M,2018-03-31,2019-07-11,PUBLIC DISORDERLY CONDUCT,SHOPLIFTING,34,35,CHARLESTON,CHARLESTON,131,1030,467
B,M,2015-09-10,2023-02-09,OUT OF AGENCY WARRANT,SIMPLE POSS MARIJUANA 1ST,18,26,CHARLESTON COUNTY,CHARLESTON,2340,9,2709
B,M,2015-01-16,2021-01-04,DUS 1ST,OPEN CONTAINER ALCOHOL,34,40,CHARLESTON,CHARLESTON,2138,1054,2180
B,M,2015-01-27,2017-11-22,DISTRIBUTION / PURCHASING HEROIN,SIMPLE POSS MARIJUANA 1ST,18,21,NORTH CHARLESTON,CHARLESTON,1158,1554,1030
W,F,2023-01-29,2023-02-07,OBTAINING GOODS BY FALSE PRETENSES,POSSESSION/ PWID/ DIST/ TRAFFICKING OF FENTANYL,28,28,CHARLESTON,CHARLESTON,2314,2017,9
B,M,2016-06-19,2016-10-13,RECEIVING STOLEN GOODS,RECEIVING STOLEN GOODS,25,25,CHARLESTON,CHARLESTON,1515,316,116
W,M,2015-03-31,2016-01-21,RECKLESS DRIVING,RECKLESS DRIVING,23,24,CHARLESTON,NORTH CHARLESTON,240,1419,296
W,M,2015-07-16,2015-11-10,BREACH OF TRUST W/ FRAUDULENT INTENT,CONTRIBUTING TO DELINQUENCY OF MINOR,18,19,CHARLESTON,CHARLESTON,1453,2136,117
B,M,2017-07-10,2020-11-15,TRESPASSING,TRESPASSING,35,38,CHARLESTON,CHARLESTON,2359,113,1224
W,F,2015-07-13,2015-11-02,PUBLIC INTOXICATION,PUBLIC INTOXICATION,40,41,CHARLESTON,CHARLESTON,1708,2236,112
W,F,2023-07-05,2023-07-27,POSS DRUG PARAPHERNALIA,POSS COCAINE BASE,35,35,CHARLESTON COUNTY,CHARLESTON,2330,1938,22
B,M,2016-03-29,2020-03-01,ATTEMPTED ARMED ROBBERY,"TRESPASSING, M",16,20,CHARLESTON,CHARLESTON,1800,1130,1433
B,M,2015-10-22,2015-12-14,DISTURBING SCHOOL,SIMPLE ASSAULT,16,16,JOHNS ISLAND,CHARLESTON,1356,1218,53
W,M,2016-07-21,2018-05-18,"DUI 2ND, F",PUBLIC INTOXICATION,29,30,CHARLESTON,CHARLESTON,1905,2150,666
W,M,2015-08-28,2016-11-21,PUBLIC INTOXICATION,OPEN CONTAINER BEER/WINE IN VEH,24,25,CHARLESTON,CHARLESTON,34,2115,451
B,M,2022-08-20,2024-06-24,SIMPLE POSS MARIJUANA 1ST,SHOPLIFTING,25,27,CHARLESTON,CHARLESTON,26,1305,674
B,M,2024-01-05,2024-01-05,TRAFFICKING COCAINE 10-28G,TRAFFICKING COCAINE 10-28G,34,34,CHARLESTON,CHARLESTON,1938,1938,0
W,M,2016-12-14,2018-04-06,PUBLIC INTOXICATION,DV 3RD,40,42,CHARLESTON,CHARLESTON,56,400,478
B,M,2015-03-07,2015-05-13,OUT OF AGENCY WARRANT,DUS 3RD +,52,52,CHARLESTON,CHARLESTON,1602,1802,67
B,M,2016-09-15,2016-10-18,SIMPLE POSS MARIJUANA 1ST,PWID/MANUF MARIJUANA,20,20,CHARLESTON COUNTY,CHARLESTON,2327,2327,33
B,M,2015-02-13,2015-04-17,DISTURBING SCHOOL,SIMPLE POSS MARIJUANA 1ST,15,15,CHARLESTON,CHARLESTON,1430,2008,63
W,M,2015-09-05,2017-03-17,SIMPLE POSS MARIJUANA 1ST,POSS MARIJUANA 2ND +,19,20,CHARLESTON,CHARLESTON,2017,1607,559
B,M,2021-02-03,2023-02-05,OUT OF AGENCY WARRANT,PUBLIC DISORDERLY CONDUCT,22,24,CHARLESTON,CHARLESTON,1314,9,732
W,M,2015-03-23,2015-04-16,OPEN CONTAINER ALCOHOL,OPEN CONTAINER ALCOHOL,46,46,CHARLESTON,CHARLESTON,1506,1435,24
W,M,2019-06-28,2019-09-28,PETIT LARCENY,POSS HEROIN,35,35,NORTH CHARLESTON,CHARLESTON,921,1636,92
B,M,2018-12-06,2018-12-13,PROPERTY CRIME ENHANCEMENT,OBTAINING NONFERROUS METALS UNLAWFULLY,49,49,CHARLESTON,CHARLESTON,130,908,7
